code,description,symptoms,causes
P0172,Fuel Trim too Rich (Bank 1),"MIL (Malfunction Indicator Lamp) Illumination, Start and stall, Poor fuel economy, Black smoke at tailpipe, Hesitation/misfire at idle or under load","Montero sport 2000 xls has p0125 and p0173 already change thermostatPlease help me i have my 2000 montero sport xls and i have code p0125 and p0173 please help dont have idea about cars.
Thank you..., 1998 Mitsubishi 3000GT, P0173 P0170Hey everyone!
New to this forum, found it in looking for answers to a very frustrating issue I've been having with my car.
Facts:
1998 Mitsubishi 3000GT
3.0L V6, SOHC 6G72
185,xxx miles
Manual Transmission
I've been throwing P0173 and P0170.. Codes for fuel trim malfunction bank 1/2. I've been de..., P0173 on 2001 Mitsubishi Montero with CA emissionsBeen experiencing P0173 code for quite a long time. Over this period of time the following repairs have been made:
- replaced MAF
- replaced both upstream O2 sensors
- repaired all intake manifold o-rings and other seals including hoses and intake manifold gasket
- replaced spark plugs with iridium..., 2005 jeep liberty diesel P0218 and P0173 codesLow power on acceleration, climbing hills and passing is difficult due to the fact the transmission will not down shift on its own. Appears to be in limp mode. I already inspected wire harness, TCM, ECU and some grounds, they all are in good condition with no visibly damage. I suspect the Solenoid p..., OBD codes P0170 & P0173 on 2008 Mercedes Benz C300After an Oil change from Mr Lube Oil Change Shop I get a lighted amber indicator light and the OBD code are P0170 and P0173 on my 2008 Mercedes Benz C300.
Any feedback will be much appreciated.
Thanks Mike..., can an oil change for a c300 make the code p0170 and p0173 come out?Yea I recently changed my mercedes oil and the air filters, and right after, approximately 40 miles, my engine light came on.. codes p0170 and p0173.. is there any way I could've put something back wrong? Or does this have nothing to do with those codes? I would like some feed back please, I don'..., 1999 Acura RL p0151 p0150 p0173 p0174Hi I have a 1999 acura 3.5 rl. I have been getting a few codes. p0151, p0150, p0173 p0174. The car runs absolutely amazing tho. One day it will throw p0151 and ill clear it and the next day ill get the 173 and 174. Any tips or advice for this? Any help would be appreciated. I have the o2 sensor orde..., PLEASE HELP 98 BMW528I CODES P1188,P1189,P0173,P0170Hello I need some help I have a 1998 BMW528I and the engine light just came on but before the light came on the car would run poor at some time it would start making a air hissing like it had a vacuum leak or the intake was leaking then a small pop and then would run smooth again, now that the engin..., gmc jimmy codes p0101, p0173, p0174replaced mass air flow sensor a week ago. light came back on with these codes again. says the fuel system for bank 2 was too lean. for a guy who doesnt know much about vehicles, what is this saying? ive read in other posts about vacuum leaks and my intake mannifold. is this what im lookin at? i just..., E320 codes P0173, P0170, P0442I have a Mercedes 2001 E320 with 200k miles in good mechanical condition. Recently, I had the oil changed and I developed the following codes: P0173, P0170, P0442. I was interested to know if the oxygen sensors or the air filter was the potential cause of the code. I would be most appreciative of an..."
P0173,Fuel Trim Malfunction (Bank 2),"lack of power, increased fuel consumption, detonation (spark knock), hesitation/surge on acceleration","The MAF (Mass Air Flow) Sensor is dirty or faulty (if equipped). Note: The use of ""oiled""
air filters can cause the MAF to become contaminated if the filter is over-oiled.
There is also an issue with some vehicles where the MAF sensors leak the silicone
potting material used to protect the circuitry., There could be a vacuum leak downstream of the MAF sensor, Fuel problem (rail/injectors/pump/regulator)"
P0174,Fuel Trim too Lean (Bank 2),"The MAF (Mass Air Flow) Sensor is dirty or faulty. Note: The use of ""oiled""
air filters can cause the MAF to become dirty if the filter is over-oiled, There could be a vacuum leak., There could be a fuel pressure or delivery problem","The MAF (Mass Air Flow) Sensor is dirty or faulty. Note: The use of ""oiled""
air filters can cause the MAF to become dirty if the filter is over-oiled, There could be a vacuum leak., There could be a fuel pressure or delivery problem"
P0175,Fuel Trim too Rich (Bank 2),"Increased fuel consumption, Poor performance, Check Engine Light illuminated, Engine stalls","Faulty Fuel Cap, Contaminated fuel, Faulty Fuel Composition Sensor, Corroded or damaged connector, Damaged or restricted fuel line, Faulty or damaged wiring, Faulty ECM"
P0176,Fuel Composition Sensor Circuit Malfunction,"Check engine light on, Lack of Power, Poor fuel economy, Possible stalling at stops","Aftermarket equipment, Faulty secondary ignition components, Faulty FFS, Faulty PCM (rare)"
P0177,Fuel Composition Sensor Circuit Range/Performance,"Increased fuel consumption, Poor performance, Check Engine Light illuminated, Engine stalls","Faulty Fuel Cap, Contaminated fuel, Faulty Fuel Composition Sensor, Corroded or damaged connector, Damaged or restricted fuel line, Faulty or damaged wiring, Faulty ECM"
P0178,Fuel Composition Sensor Circuit Low Input,"Increased fuel consumption, Poor performance, Check Engine Light illuminated, Engine stalls","Faulty Fuel Cap, Contaminated fuel, Faulty Fuel Composition Sensor, Corroded or damaged connector, Damaged or restricted fuel line, Faulty or damaged wiring, Faulty ECM"
P0179,Fuel Composition Sensor Circuit High Input,"There will likely be no symptoms from the conditions for a P0180 being stored, Other fuel composition codes may be present, MIL illumination will eventually occur","Defective fuel temperature/consumption sensor ""A"", A bad ambient temperature sensor, Faulty intake air temperature sensor, Open, shorted, or damaged wiring or connectors, PCM or a PCM programing error"
P0180,Fuel Temperature Sensor A Circuit Malfunction,"There may be no symptoms, Other fuel composition codes may be present, Possibly MIL illumination","A bad ambient temperature sensor ""A"", Defective fuel temperature/composition sensor, Faulty intake air temperature sensor, Open, shorted, or damaged wiring or connectors, PCM or a PCM programing error"
P0181,Fuel Temperature Sensor A Circuit Range/Performance,"Possible MIL illumination, There may be no obvious symptoms, Other fuel composition codes may be present","Faulty intake air temperature sensor, A bad ambient temperature sensor, Defective fuel temperature/composition sensor, Open, shorted, or damaged wiring or connectors, PCM or a PCM programing error"
P0182,Fuel Temperature Sensor A Circuit Low Input,"Possible MIL illumination, There may be no obvious symptoms, Other fuel composition codes may be present","Faulty intake air temperature sensor, A bad ambient temperature sensor, Defective fuel temperature/composition sensor, Open, shorted, or damaged wiring or connectors, PCM or a PCM programing error"
P0183,Fuel Temperature Sensor A Circuit High Input,"Other fuel composition codes may be present, Possible MIL illumination, There may be no obvious symptoms","pen, shorted, or damaged wiring or connectors, Defective fuel temperature/composition sensor, Faulty intake air temperature sensor, A bad ambient temperature sensor, PCM or a PCM programing error"
P0184,Fuel Temperature Sensor A Circuit Intermittent,"There will likely be no symptoms from the conditions for a P0185 being stored, Other fuel composition codes may be present, MIL illumination will eventually occur","Defective fuel temperature/consumption sensor B, A bad ambient temperature sensor, Faulty intake air temperature sensor, Open, shorted, or damaged wiring or connectors, PCM or a PCM programing error"
P0185,Fuel Temperature Sensor B Circuit Malfunction,"There may be no symptoms, Other fuel composition codes may be present, Possibly MIL illumination","A bad ambient temperature sensor B, Defective fuel temperature/composition sensor, Faulty intake air temperature sensor, Open, shorted, or damaged wiring or connectors, PCM or a PCM programing error"
P0186,Fuel Temperature Sensor B Circuit Range/Performance,"Possible MIL illumination, There may be no obvious symptoms, Other fuel composition codes may be present","Faulty intake air temperature sensor, A bad ambient temperature sensor, Defective fuel temperature/composition sensor, Open, shorted, or damaged wiring or connectors, PCM or a PCM programing error"
P0187,Fuel Temperature Sensor B Circuit Low Input,"Possible MIL illumination, There may be no obvious symptoms, Other fuel composition codes may be present","Faulty intake air temperature sensor, A bad ambient temperature sensor, Defective fuel temperature/composition sensor, Open, shorted, or damaged wiring or connectors, PCM or a PCM programing error"
P0188,Fuel Temperature Sensor B Circuit High Input,"Other fuel composition codes may be present, Possible MIL illumination, There may be no obvious symptoms","pen, shorted, or damaged wiring or connectors, Defective fuel temperature/composition sensor, Faulty intake air temperature sensor, A bad ambient temperature sensor, PCM or a PCM programing error"
P0189,Fuel Temperature Sensor B Circuit Intermittent,"Malfunction Indicator Lamp (MIL) illuminated, Lack of power, Engine cranks but won't start","VREF Open Circuit, Damaged FRP sensor, Excessive resistance in the VREF circuit"
P0190,Fuel Rail Pressure Sensor Circuit Malfunction,"Malfunction Indicator Lamp (MIL) illuminated, Lack of power, Engine cranks but won't start","High fuel pressure, Low fuel pressure, Damaged FRP sensor, Excessive resistance in the circuit, Vacuum leaks, Low or no fuel"
P0191,Fuel Rail Pressure Sensor Circuit Range/Performance,"Malfunction Indicator Lamp (MIL) illuminated, Lack of power, Engine cranks but won't start","FRP signal short to SIG RTN or PWR GND, Damaged FRP sensor"
P0192,Fuel Rail Pressure Sensor Circuit Low Input,"Malfunction Indicator Lamp (MIL) illuminated, Lack of power, Engine cranks but won't start","FRP signal short to PWR, FRP signal circuit open, Damaged FRP sensor"
P0193,Fuel Rail Pressure Sensor Circuit High Input,"Malfunction Indicator Lamp (MIL) illuminated, Lack of power, Engine cranks but won't start","High fuel pressure, Low fuel pressure, Damaged FRP fuel rail pressure sensor, Excessive resistance in the circuit, Vacuum leaks, Low or no fuel"
P0194,Fuel Rail Pressure Sensor Circuit Intermittent,Illuminated Check Engine Light,"Faulty engine oil temperature sensor, Engine cooling system problems, Wiring problems, Faulty PCM"
P0195,Engine Oil Temperature Sensor Malfunction,Illuminated Check Engine Light,"Wiring problems, Faulty engine oil temperature sensor, Engine cooling system problems, Faulty PCM"
P0196,Engine Oil Temperature Sensor Range/Performance,Illuminated Check Engine Light,"Engine cooling system problems, Wiring problems, Faulty engine oil temperature sensor, Faulty PCM"
P0197,Engine Oil Temperature Sensor Low,Illuminated Check Engine Light,"Engine cooling system problems, Wiring problems, Faulty engine oil temperature sensor, Faulty PCM"
P0198,Engine Oil Temperature Sensor High,Illuminated Check Engine Light,"Faulty engine oil temperature sensor, Engine cooling system problems, Wiring problems, Faulty PCM"
P0199,Engine Oil Temperature Sensor Intermittent,"MIL (Malfunction Indicator Lamp) illumination, Engine misfire at idle or at highway speed, Engine may start and stall or not start at all, Cylinder misfire codes may be present","Open or shorted injector, Injector low internal resistance (basically an injector that works, but is out of specs), Grounded driver circuit, Open driver circuit, Driver circuit shorted to voltage, Wiring harness intermittently shorting against underhood components"
P0200,Injector Circuit Malfunction,"Bad injector. This is usually the cause of this code but doesn't rule out
the possibility of one of the other causes, Open in the wiring to the injector, Short in the wiring to the injector, Bad PCM","Bad injector. This is usually the cause of this code but doesn't rule out
the possibility of one of the other causes, Open in the wiring to the injector, Short in the wiring to the injector, Bad PCM"
